name,location,average_gpa,average_sat_composite,Average Salary 1yr,Average Salary 5yr,acceptance_rate,average_act_composite,type_of_institution,level_of_institution,average_net_price,number_of_students,gpa_link,latitude,longitude,school_name_clean_key
florida institute of recording sound and technology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,florida institute of recording sound and technology
kehilath yakov rabbinical seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,kehilath yakov rabbinical seminary
chabot college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chabot college
troy universityphenix city campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,troy universityphenix city campus
george washington university,"Washington, DC",3.7,1395.0,58779.166666666664,86677.15151515152,0.49,33,PRIVATE,4 YEAR,40308.0,25939.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,george washington university
intellitec collegecolorado springs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,intellitec collegecolorado springs
heritage christian university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,heritage christian university
georgia institute of cosmetology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,georgia institute of cosmetology
juniata college,"Huntingdon, PA",3.7,N/A,30551.5,52873.75,0.76,--,PRIVATE,4 YEAR,22597.0,1212.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,juniata college
macomb community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,macomb community college
st catharine college,N/A,N/A,N/A,N/A,67152.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,st catharine college
south universityhigh point,N/A,N/A,N/A,77635.0,90784.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,south universityhigh point
hagerstown community college,"Hagerstown, MD",3.2,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,7908.0,3504.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,hagerstown community college
robert morris university,"Moon Township, PA",3.6,1126.0,48816.9375,66067.75,0.94,24,PRIVATE,4 YEAR,26839.0,3431.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,robert morris university
mcphs university,N/A,N/A,N/A,58358.666666666664,76190.66666666667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mcphs university
sierra academy of style,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sierra academy of style
buckeye hills career center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,buckeye hills career center
devry universityvirginia,N/A,N/A,N/A,50933.8,62540.72727272727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,devry universityvirginia
university of wisconsin colleges,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of wisconsin colleges
lenoirrhyne university,"Hickory, NC",3.4,1078.0,41283.4,55129.333333333336,0.83,20,PRIVATE,4 YEAR,18924.0,2354.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,lenoirrhyne university
saint paul school of theology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,saint paul school of theology
bryant stratton collegealbany,N/A,N/A,N/A,37548.0,43215.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bryant stratton collegealbany
orlo school of hair design and cosmetology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,orlo school of hair design and cosmetology
collegeamericadenver,N/A,N/A,N/A,38174.0,39185.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,collegeamericadenver
concordia universitywisconsin,"Mequon, WI",3.5,1170.0,47313.25,60913.1875,0.7,24,PRIVATE,4 YEAR,23855.0,4988.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,concordia universitywisconsin
glen dow academy of hair design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,glen dow academy of hair design
ohio state beauty academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ohio state beauty academy
norwich university,"Northfield, VT",3.3,1130.0,50490.5,71081.75,0.83,23,PRIVATE,4 YEAR,25641.0,3363.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,norwich university
sierra college of beauty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sierra college of beauty
empire beauty schoolunion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,empire beauty schoolunion
charleston cosmetology institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,charleston cosmetology institute
iowa wesleyan university,N/A,N/A,N/A,40692.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,iowa wesleyan university
benes career academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,benes career academy
santiago canyon college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,santiago canyon college
pepperdine university,"Malibu, CA",3.7,1349.0,39536.083333333336,72020.58333333333,0.49,32,PRIVATE,4 YEAR,46550.0,10030.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,pepperdine university
new england lawboston,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new england lawboston
rabbinical academy mesivta rabbi chaim berlin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rabbinical academy mesivta rabbi chaim berlin
central texas beauty collegetemple,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central texas beauty collegetemple
flint hills technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,flint hills technical college
millermotte collegestvtarlington,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millermotte collegestvtarlington
provo college,N/A,N/A,N/A,63317.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,provo college
maysville community and technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,maysville community and technical college
rabbinical college of ohr shimon yisroel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rabbinical college of ohr shimon yisroel
college of hair designdowntown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,college of hair designdowntown
austin career institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,austin career institute
chisholm trail technology center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chisholm trail technology center
lackawanna college,N/A,N/A,N/A,35318.666666666664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lackawanna college
the wright institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,the wright institute
davidsondavie community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,davidsondavie community college
bethel collegenorth newton,"North Newton, KS",3.5,1067.0,51624.0,58290.0,0.97,19,PRIVATE,4 YEAR,21646.0,497.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,bethel collegenorth newton
relay graduate school of education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,relay graduate school of education
southwest institute of healing arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,southwest institute of healing arts
swarthmore college,"Swarthmore, PA",4.0,1469.0,66971.4,116021.0,0.07,34,PRIVATE,4 YEAR,20360.0,1625.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,swarthmore college
henry ford college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,henry ford college
sharps academy of hairstyling,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sharps academy of hairstyling
los angeles film school,N/A,N/A,N/A,20853.5,28672.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,los angeles film school
phagans central oregon beauty college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,phagans central oregon beauty college
pa scholars beauty school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pa scholars beauty school
clinton community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,clinton community college
clearwater christian college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,clearwater christian college
columbia college salt lake,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,columbia college salt lake
pennsylvania state universitypenn state great valley,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pennsylvania state universitypenn state great valley
jna institute of culinary arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,jna institute of culinary arts
lincoln technical institutephiladelphia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lincoln technical institutephiladelphia
cochran school of nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cochran school of nursing
aviator college of aeronautical science technology kissimmee,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aviator college of aeronautical science technology kissimmee
sweet briar college,"Sweet Briar, VA",2.9,1139.0,N/A,62485.0,0.76,25,PRIVATE,4 YEAR,26554.0,460.0,https://www.appily.com/colleges/gpa/3-0,N/A,N/A,sweet briar college
spartanburg methodist college,"Spartanburg, SC",3.5,933.0,N/A,N/A,0.82,16,PRIVATE,4 YEAR,13064.0,1064.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,spartanburg methodist college
delaware college of art and design,"Wilmington, DE",2.7,N/A,N/A,N/A,0.57,--,PRIVATE,2 YEAR,30910.0,129.0,https://www.appily.com/colleges/gpa/2-8,N/A,N/A,delaware college of art and design
anne arundel community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,anne arundel community college
le moyne college,"Syracuse, NY",3.4,1186.0,43020.583333333336,65307.78571428572,0.78,24,PRIVATE,4 YEAR,23937.0,3203.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,le moyne college
rasmussen universitybloomington,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rasmussen universitybloomington
emory university,"Atlanta, GA",3.8,1453.0,43351.954545454544,78945.16666666667,0.11,32,PRIVATE,4 YEAR,25672.0,14841.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,emory university
fortis institutecookeville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis institutecookeville
bucks county community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bucks county community college
nueta hidatsa sahnish college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nueta hidatsa sahnish college
henderson state university,"Arkadelphia, AR",3.2,1102.0,36254.375,43737.5,0.71,22,PUBLIC,4 YEAR,10270.0,2519.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,henderson state university
fortis collegedothan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis collegedothan
edp university of puerto ricovillalba,N/A,N/A,N/A,24372.0,36464.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,edp university of puerto ricovillalba
shippensburg university of pennsylvania,"Shippensburg, PA",3.3,1039.0,43303.458333333336,58796.681818181816,0.88,19,PUBLIC,4 YEAR,21631.0,5162.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,shippensburg university of pennsylvania
niagara university,"Niagara University, NY",3.6,1136.0,48643.0,59697.166666666664,0.9,23,PRIVATE,4 YEAR,19172.0,3858.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,niagara university
paul mitchell the schoolcharleston,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolcharleston
wheaton college,"Wheaton, IL",3.8,1337.0,41811.142857142855,60328.36363636364,0.88,31,PRIVATE,4 YEAR,27474.0,2885.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,wheaton college
air force institute of technologygraduate school of engineering management,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,air force institute of technologygraduate school of engineering management
indiana wesleyan universitynational global,N/A,N/A,N/A,49866.470588235294,58372.07692307692,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,indiana wesleyan universitynational global
tricoci university of beauty culturepeoria,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tricoci university of beauty culturepeoria
devry universityarizona,N/A,N/A,N/A,54363.77777777778,65986.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,devry universityarizona
purdue universitymain campus,"West Lafayette, IN",3.8,1321.0,53935.2,76006.78260869565,0.53,29,PUBLIC,4 YEAR,12294.0,51528.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,purdue universitymain campus
southwestern community college,"Creston, IA",3.0,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,9013.0,1581.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,southwestern community college
falmouth university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,falmouth university
hca florida mercy hospital school of practical nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hca florida mercy hospital school of practical nursing
chamberlain universitytexas,N/A,N/A,N/A,83188.0,92768.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chamberlain universitytexas
edp university of puerto ricohumacao,N/A,N/A,N/A,17039.0,36464.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,edp university of puerto ricohumacao
pacific northwest university of health sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pacific northwest university of health sciences
jefferson state community college,"Birmingham, AL",3.0,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,9018.0,8431.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,jefferson state community college
carrington collegesacramento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,carrington collegesacramento
east georgia state college,N/A,N/A,N/A,84669.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,east georgia state college
abertay university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,abertay university
asher college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,asher college
ivy tech community collegevalparaiso,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ivy tech community collegevalparaiso
kansas city art institute,"Kansas City, MO",3.3,1158.0,23222.5,40919.0,0.58,24,PRIVATE,4 YEAR,30452.0,738.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,kansas city art institute
prescott college,"Prescott, AZ",3.1,1132.0,29888.0,N/A,0.98,25,PRIVATE,4 YEAR,18798.0,969.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,prescott college
american academy of dramatic artslos angeles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,american academy of dramatic artslos angeles
mount wachusett community college,"Gardner, MA",2.5,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,8688.0,2868.0,https://www.appily.com/colleges/gpa/2-7,N/A,N/A,mount wachusett community college
murray state university,"Murray, KY",3.6,1195.0,36221.25,50715.86956521739,0.84,26,PUBLIC,4 YEAR,11628.0,9479.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,murray state university
florida atlantic university,"Boca Raton, FL",3.8,1166.0,41916.30952380953,59140.9756097561,0.81,24,PUBLIC,4 YEAR,11451.0,29592.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,florida atlantic university
regina webb academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,regina webb academy
paul mitchell the schoolhouston,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolhouston
reed college,"Portland, OR",4.0,1433.0,30587.5,30743.0,0.31,33,PRIVATE,4 YEAR,33056.0,1534.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,reed college
cbd college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cbd college
midfield institute of cosmetology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,midfield institute of cosmetology
artistic academy of hair design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,artistic academy of hair design
international institute for restorative practices,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,international institute for restorative practices
wesleyan college,"Macon, GA",3.3,1032.0,70482.0,73622.0,0.67,19,PRIVATE,4 YEAR,12117.0,660.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,wesleyan college
cheeks beauty academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cheeks beauty academy
warrensburg area career center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,warrensburg area career center
st pauls school of nursingqueens,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,st pauls school of nursingqueens
ashtabula county technical and career campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ashtabula county technical and career campus
ann webb skin institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ann webb skin institute
connecticut state community college tunxis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,connecticut state community college tunxis
nashotah house,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nashotah house
delaware technical community collegeterry,N/A,N/A,N/A,86455.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,delaware technical community collegeterry
carolina university,"Winston Salem, NC",3.0,979.0,37079.5,31209.0,0.52,18,PRIVATE,4 YEAR,14461.0,826.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,carolina university
shawnee community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,shawnee community college
southeast technical college,"Sioux Falls, SD",2.4,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,14633.0,2453.0,https://www.appily.com/colleges/gpa/2-6,N/A,N/A,southeast technical college
northeast state community college,"Blountville, TN",3.1,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,6198.0,5100.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,northeast state community college
oxford brookes university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,oxford brookes university
kankakee community college,"Kankakee, IL",2.9,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,6436.0,2333.0,https://www.appily.com/colleges/gpa/3-0,N/A,N/A,kankakee community college
new dimensions school of hair design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new dimensions school of hair design
southern union state community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,southern union state community college
concorde career collegesan bernardino,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,concorde career collegesan bernardino
modern beauty academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,modern beauty academy
douglas education center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,douglas education center
hult international business school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hult international business school
purdue university purdue polytechnic indianapolis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,purdue university purdue polytechnic indianapolis
central coast college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central coast college
wharton county junior college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wharton county junior college
miles community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,miles community college
ramapo college of new jersey,"Mahwah, NJ",3.5,1137.0,40700.42105263158,61974.88888888889,0.7,24,PUBLIC,4 YEAR,21729.0,5478.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,ramapo college of new jersey
dallas theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dallas theological seminary
chief dull knife college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chief dull knife college
hood theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hood theological seminary
rhode island school of design,"Providence, RI",3.7,1349.0,19559.25,57677.25,0.17,31,PRIVATE,4 YEAR,43982.0,2620.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,rhode island school of design
fortis collegecutler bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis collegecutler bay
century college,"White Bear Lake, MN",2.8,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,10808.0,7646.0,https://www.appily.com/colleges/gpa/2-9,N/A,N/A,century college
erskine college,N/A,N/A,N/A,35695.0,51975.333333333336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,erskine college
western dakota technical college,"Rapid City, SD",2.9,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,14388.0,1267.0,https://www.appily.com/colleges/gpa/3-0,N/A,N/A,western dakota technical college
paul mitchell the schoolmissouri columbia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolmissouri columbia
aveda institutemaryland,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aveda institutemaryland
northwest educational center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,northwest educational center
washburn university,"Topeka, KS",3.4,N/A,47411.17647058824,54562.833333333336,1.0,--,PUBLIC,4 YEAR,14198.0,5460.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,washburn university
peirce college,N/A,N/A,N/A,53329.0,64059.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,peirce college
university of the arts london,N/A,N/A,N/A,N/A,36380.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of the arts london
rowan university,"Glassboro, NJ",3.4,1161.0,44076.07894736842,65609.625,0.77,25,PUBLIC,4 YEAR,24810.0,19535.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,rowan university
central methodist universitycollege of graduate and extended studies,N/A,N/A,N/A,41309.8,48800.875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central methodist universitycollege of graduate and extended studies
victor valley community college aviation technology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,victor valley community college aviation technology
fultonmontgomery community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fultonmontgomery community college
university of north carolina at chapel hill,"Chapel Hill, NC",4.0,1402.0,43932.89743589744,69575.4827586207,0.17,32,PUBLIC,4 YEAR,10038.0,31705.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,university of north carolina at chapel hill
caribbean forensic and technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,caribbean forensic and technical college
brookline collegetempe,N/A,N/A,N/A,33962.0,39701.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,brookline collegetempe
talmudical institute of upstate new york,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,talmudical institute of upstate new york
american college of financial services,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,american college of financial services
blue cliff collegemetairie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,blue cliff collegemetairie
